nacchoid,module,lhdname,scity,sstate,simplepopsourcecode,popcat3,popcat5,popcat7,popcat8,popcat9,q1,q2,q14b,q14c,q15,q15r,q16,q17a,q17ab,q17b,q17c,q17cd,q17d,q17e,q17f,q17g,q17h,q17i,q17j,q17k,q17l,q17m,q17text,q18,q19a,q19b,q19c,q20,q21,govcat,yearstenure,State,Contact_Category,v008_Profile,FIPS_CY,Col1,Col2,Locale_State_FIPS_Code,Year,Numeric_Value,PrimaryLast
IA042,NA,Emmet County Public Health,Estherville,IA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,10659,6,2008,378977,"<$500,000",378977,0,116936,116936,125733,154678,28945,2468,68344,17940,0,3097,15514,0,0,0,NA,3,NA,NA,NA,1,0.2,local,5.5,IA,LHD,1,19063,NA,NA,NA,NA,NA,NA
ND005,module 3,Emmons County Public Health,Linton,ND,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,4082,12,2007,142000,"<$500,000",123961,0,76932,76932,12037,37029,24992,0,2500,2500,0,0,4400,0,0,600,interest earned,2,2500,3100,0,1,0.1,local,25.17,ND,LHD,1,38029,NA,NA,NA,NA,NA,NA
NY014,module 2,Erie County Department of Health,Buffalo,NY,esri 2007,500000+,500000+,"500,000-999,999","500,000-999,999","500,000-999,999",county,934432,1,2008,92866584,"$10,000,000+",59981432,2400,2400,0,50673500,50888177,214677,0,5602134,0,0,911617,242114,1636195,0,395793,Department Fees,2,NA,NA,NA,1,10.5,local,8.5,NY,LHD,1,36029,Erie,County,36,2005,18.2,Duplicate Case
PA007,module 1,Erie County Department of Health,Erie,PA,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",county,283041,12,2007,6513620,"$5,000,000-$9,999,999",6252755,12000,1099621,1087621,4478501,4790169,311668,0,0,0,50000,0,600,312365,0,0,NA,1,NA,NA,NA,1,3,local,4.33,PA,LHD,1,42049,Erie,County,42,2007,24.4,Duplicate Case
OH045,module 1,Erie County Health District,Sandusky,OH,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",other,79773,12,2008,5891634,"$5,000,000-$9,999,999",5892301,0,2141620,2141620,NA,1190296,NA,0,448814,433266,0,222890,99386,366875,0,989154,contracts  691434 vitals  200079 misc  39176 registrations  32396 state sub  26069,1,109000,34000,0,1,2,local,3.5,OH,LHD,1,39043,NA,NA,NA,NA,NA,NA
AL028,NA,Escambia County Health Department,Brewton,AL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,37905,9,2007,1134493,"$1,000,000-$4,999,999",1194536,0,146841,146841,51504,288099,236595,0,592074,0,122179,0,0,37338,0,19020,"At the county level the public can get a copy of a birth certificate, death certificate and marriage certificate.  There is a $12.00 charge for the certificate and $4.00 for each additional copy.",1,30958,22201,0,1,0.63,state,2.5,AL,LHD,1,1053,NA,NA,NA,NA,NA,NA
FL017,module 2,Escambia County Health Department,Pensacola,FL,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",county,311624,6,2008,22248216,"$10,000,000+",22358160,0,323382,323382,9314885,12495500,3180615,0,3847509,1427,913441,24091,584413,2461505,0,1706893,"school district contract $1275910; returned checks interest $74646; head start contract $96337; Escambia County Utilities Authority $260,000",1,0,0,0,1,6,state,12.58,FL,LHD,1,12033,Escambia,County,12,2008,13.8,Duplicate Case
NY015,NA,Essex County Public Health Department,Elizabethown,NY,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,40348,12,2007,5942758,"$5,000,000-$9,999,999",5942758,0,1498525,1498525,1754723,2695418,940695,0,704846,857057,0,147856,27056,0,0,12000,"$3359 Donation for cat, dog and ferret rabies clinics. $4000 Hudson Headwaters HIV Mini Outreach mini grant. $4641 Insurance recoveries.",1,61250,12545,0,1,0.75,local,3.33,NY,LHD,1,36031,NA,NA,NA,NA,NA,NA
KY011,NA,Estill County Health Department,Irvine,KY,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,15012,6,2008,1466700,"$1,000,000-$4,999,999",1740826.88,0,600050,600050,195979,235553,39574,196608,149834,130078,0,5397,6210,8248,0,408851,Capital Construction Grant       406547 Interest                            594 Program Income carryover           1248  Insurance payment sent by mistake   462,2,61771,9315,0,1,1,local,10,KY,LHD,1,21065,NA,NA,NA,NA,NA,NA
AL029,module 2,Etowah County Health Department,Gadsden,AL,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",county,103475,8,2008,4917288,"$1,000,000-$4,999,999",5683584,48000,86000,38000,534349,1296496,762147,0,2928144,1193092,0,29648,6047,151887,0,0,NA,NA,365000,121000,0,1,NA,state,2.33,AL,LHD,1,1055,NA,NA,NA,NA,NA,NA
GA059,NA,Evans County Health Department,Claxton,GA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",city/county,11450,6,2008,628812,"$500,000-$999,999",576844,0,71000,71000,205521,227302,21781,0,53540,14428,0,0,24980,0,0,185594,Contracts and Environmental Health Fees,1,0,6000,0,0,NA,local,31.83,GA,LHD,1,13109,NA,NA,NA,NA,NA,NA
ND006,module 1,Fargo/Cass Public Health,Fargo,ND,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",city/county,137913,1,2007,7058605,"$5,000,000-$9,999,999",7058605,2179340,2987267,807927,548959,2319382,1770423,0,294241,0,64412,77438,632961,360074,0,322830,Local school districts,1,268155,51560,200000,1,2.5,local,1.08,ND,LHD,1,38017,Cass,County,38,2005,17.5,Duplicate Case
GA061,module 2,Fayette County Health Department,Fayetteville,GA,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",city/county,109534,6,2008,1506360,"$1,000,000-$4,999,999",1506360.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,100000,0,0,NA,local,NA,GA,LHD,1,13113,NA,NA,NA,NA,NA,NA
IL023,NA,Fayette County Health Department,Vandalia,IL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,22016,11,2007,2116132,"$1,000,000-$4,999,999",2417883,6400,61400,55000,419024,769038,350014,3695,189018,1130980,99400,49046,75061,0,0,40245,NA,1,27977,18831,0,1,0.5,local,0.92,IL,LHD,1,17051,NA,NA,NA,NA,NA,NA
IN022,NA,Fayette County Health Department,Connersville,IN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",city/county,24983,1,2008,211953,"<$500,000",256126,0,159570,159570,0,0,0,0,0,48199,0,0,48357,0,0,0,NA,3,NA,NA,NA,NA,NA,local,18.92,IN,LHD,1,18041,NA,NA,NA,NA,NA,NA
KY028,module 1,Fayette County Health Department,Lexington,KY,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",city/county,280854,6,2008,25149120,"$10,000,000+",26769848,6742233,6742233,0,3102941,8258109,5155168,2010213,4203659,269480,149277,414732,2286442,0,0,2435703,"Consists of provider contracts, grants, interest, miscellaneous and appropriated fund balance for capital assets.",1,264965,10820,0,1,4,local,5.08,KY,LHD,1,21067,Fayette,County,21,2005,17.9,Duplicate Case
OH047,NA,Fayette County Health Department,Washington C.H.,OH,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",city/county,29272,12,2007,1612396,"$1,000,000-$4,999,999",1775847,69500,1063701,994201,230698,432433,201735,0,13660,6130,0,0,50227,58433,0,151263,"vital statistic fees, school health, united way grant, state subsidy and other service fees.",1,83490,13480,0,1,1.25,local,26.17,OH,LHD,1,39047,NA,NA,NA,NA,NA,NA
TN028,NA,Fayette County Health Department,Somerville,TN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,35782,6,2008,1200000,"$1,000,000-$4,999,999",800000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,NA,state,0.92,TN,SUB108,1,47047,NA,NA,NA,NA,NA,NA
TN029,NA,Fentress County Health Department,Jamestown,TN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,17687,1,2008,NA,NA,778000,0,35000,35000,316000,333000,17000,182000,184000,4141,0,4259,28318,0,0,6513,NA,1,NA,NA,NA,0,NA,state,12.5,TN,SUB105,1,47049,NA,NA,NA,NA,NA,NA
MN020,module 1,Fillmore County Public Health,Preston,MN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,22208,12,2007,1540336,"$1,000,000-$4,999,999",1281993,0,0,0,159772,196571,36799,188741,838382,23510,0,19507,53362,0,0,0,NA,1,21101,15561,0,1,1,local,21,MN,LHD,1,27045,NA,NA,NA,NA,NA,NA
KS022,module 2,Finney County Health Department,Garden City,KS,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",city/county,40042,1,2008,950370,"$500,000-$999,999",273563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,43127,18722,0,1,1,local,5,KS,LHD,1,20055,Finney,County,20,2007,15.4,Duplicate Case
MT016,module 3,Flathead City-County Health Department,Kalispell,MT,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",city/county,86440,6,2008,5457000,"$5,000,000-$9,999,999",5707000,186000,1766000,1580000,90000,1340000,1250000,0,300000,1500000,0,350000,90000,430000,0,0,NA,NA,141350,0,0,1,0.5,local,10.92,MT,LHD,1,30029,Flathead,County,30,2003,17.1,Duplicate Case
KY013,NA,Fleming County Health Department,Flemingsburg,KY,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,14575,6,2008,670948,"$500,000-$999,999",739566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HANDS, interest, EPSDT",1,NA,NA,NA,1,1,local,NA,KY,LHD,1,21069,NA,NA,NA,NA,NA,NA
WI024,NA,Florence County Health Department,Florence,WI,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,5061,12,2007,179241,"<$500,000",214538,0,64797,64797,15660,89464,73804,0,5480,11320,0,0,0,0,0,43477,"Other includes contract with school district, services provided for Human Services Dept., Radon test kit charges, start up for Medicaid Personal Care Program and carryover from 2006 budget.",1,23363,6738,0,1,0.2,local,35.17,WI,LHD,1,55037,NA,NA,NA,NA,NA,NA
GA047,module 3,Floyd County Health Department,Rome,GA,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",county,96522,1,2008,2235525,"$1,000,000-$4,999,999",2121195,0,353870,353870,766956,1066635,299679,0,76824,0,0,0,153215,250675,0,219976,Contracts and Interest earned,1,0,11920,0,0,NA,local,34.58,GA,LHD,1,13115,NA,NA,NA,NA,NA,NA
IN023,module 3,Floyd County Health Department,New Albany,IN,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,73414,1,2008,873000,"$500,000-$999,999",873000,0,586000,586000,287000,287000,0,0,0,0,0,0,0,0,0,0,NA,1,13400,0,0,0,NA,local,4.5,IN,LHD,1,18043,NA,NA,NA,NA,NA,NA
KY014,module 2,Floyd County Health Department,Prestonsburg,KY,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,42226,6,2008,2871500,"$1,000,000-$4,999,999",3037637,0,286698,286698,672852,809922,137070,646327,1022802,14225,39976,45199,30889,34517,0,0,NA,1,44000,7100,0,1,1,local,8.42,KY,LHD,1,21071,NA,NA,NA,NA,NA,NA
IA119,module 1,Floyd County Public Health/Home Health Care,Charles City,IA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,16775,7,2008,905560,"$500,000-$999,999",899201,3000,5645,2645,135669,142368,6699,14723,346966,275930,24883,39112,49365,0,0,205,"refunds, reimbursements, misc.",4,14723,0,0,0,NA,local,0.67,IA,LHD,1,19067,NA,NA,NA,NA,NA,NA
WI025,module 1,Fond du Lac County Health Department,Fond du Lac,WI,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",county,101500,12,2007,3488435,"$1,000,000-$4,999,999",3488435,3376,882917,879541,18965,1160536,1141571,0,124724,361728,0,11350,279259,158737,0,509184,"Donations, 2006 carryover, contracts",2,558812,35208,0,1,5,local,28.75,WI,LHD,1,55039,Fond du Lac,County,55,2004,13.7,Duplicate Case
KS023,module 1,Ford County Health Department,Dodge City,KS,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",city/county,34434,12,2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,local,9.67,KS,LHD,1,20057,Ford,County,20,2005,7,Duplicate Case
WI026,NA,Forest County Health Department,Crandon,WI,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,10326,12,2007,328783,"<$500,000",388478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"$1200 from Donations $24,331  Program Revenue",1,24208,7288,0,1,3,local,12.58,WI,LHD,1,55041,NA,NA,NA,NA,NA,NA
IN002,module 2,Fort Wayne - Allen County Health Department,Fort Wayne,IN,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",city/county,350645,1,2008,4115707,"$1,000,000-$4,999,999",4597328,0,2623259,2623259,205587,668831,463244,0,0,0,131623,0,0,1127566,0,46049,"OTHER -- (1) State-mandated Coroner's Cotinuing Education Fund that we have to collect a portion on every death certificate issued and then disburse to the Auditor's Office ($28,443.00).  (2) Misc. Revenue such as refunds, copies, travel reimbu",1,35085,0,0,0,NA,local,8.58,IN,LHD,1,18003,Allen,County,18,2008,19,Duplicate Case
ND008,module 2,Foster County Community Health Department,Carrington,ND,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,3612,1,2008,135000,"<$500,000",126000,0,83000,83000,12000,41000,29000,0,1500,0,0,0,500,0,0,0,NA,1,4613,1313,0,1,0.25,local,3.67,ND,LHD,1,38031,NA,NA,NA,NA,NA,NA
AL031,NA,Franklin County Health Department,Russellville,AL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",city/county,31527,9,2007,1004842,"$1,000,000-$4,999,999",1184012,750,24220,23470,238336,577103,338767,0,490754,0,0,0,44283,21979,0,25673,Miscellaneous sources,1,33907,21961,0,1,0.05,state,12.5,AL,LHD,1,1059,NA,NA,NA,NA,NA,NA
FL019,module 3,Franklin County Health Department,Apalachicola,FL,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,11670,7,2008,2252308,"$1,000,000-$4,999,999",2285780,0,188104,188104,982960,1101645,118685,0,304774,27457,0,50776,76305,127612,0,409107,"Interest Earned = $10,334 Healthy Start Contract = $76,998 Healthy Families Contract - $321,775",1,0,6361,0,0,NA,state,4,FL,LHD,1,12037,NA,NA,NA,NA,NA,NA
KS024,NA,Franklin County Health Department,Ottawa,KS,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,26616,12,2007,665963,"$500,000-$999,999",755305,0,334017,334017,42218,184006,141788,0,6213,18444,1650,84136,126839,0,0,0,NA,2,31652,13992,0,1,1,local,0.83,KS,LHD,1,20059,Franklin,County,20,2007,13,Duplicate Case
KY015,NA,Franklin County Health Department,Frankfort,KY,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",city/county,48310,6,2008,4974599,"$1,000,000-$4,999,999",5176729,0,1234254,1234254,630310,1132035,501725,63106,968871,1344964,0,236518,70028,34497,0,92456,"1.  Interest - $17,505 2.  Schools - $15,045 3.  Contracts with other agencies - $9,873 4.  Misc. - $50,033",1,58777,13773,0,1,0.4,local,1.33,KY,LHD,1,21073,NA,NA,NA,NA,NA,NA
NC030,NA,Franklin County Health Department,Louisburg,NC,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,56188,7,2008,5459719,"$5,000,000-$9,999,999",4321614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,46846,20000,0,0,NA,local,0.92,NC,LHD,1,37069,NA,NA,NA,NA,NA,NA
TN030,module 2,Franklin County Health Department,Winchester,TN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",other,42561,6,2008,506708,"$500,000-$999,999",432741,0,30646,30646,124079,327569,203490,0,35317,17358,0,914,20937,0,0,0,NA,1,0,0,0,0,NA,state,12.33,TN,SUB104,1,47051,NA,NA,NA,NA,NA,NA
AR075,module 3,Franklin County Health Unit,Ozark,AR,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,18767,6,2008,621187.7,NA,621187.7,NA,15050,NA,42206,0,NA,0,NA,NA,0,0,0,0,0,0,NA,4,0,0,0,0,0,state,1.08,AR,LHD,1,5047,NA,NA,NA,NA,NA,NA
IA047,module 2,Franklin County Public Health Nursing Service,Hampton,IA,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,10597,7,2008,954945,"$500,000-$999,999",952097,0,0,0,126578,143378,16800,0,442000,250000,0,22000,6000,0,0,84700,"28200=Flu medicare and prvt, 7000= other contracted,25000=VA,7000=lab screening,12000=donation foot clinic-pvt. 1000 pvt donation Immunization,200 DHS, 1800=NICA rent, 1000=Hawki NICA, 1500= school nurse contract.",1,NA,NA,NA,1,NA,local,NA,IA,LHD,1,19069,NA,NA,NA,NA,NA,NA
NY016,module 3,Franklin County Public Health Services,Malone,NY,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,51592,1,2008,4555790,"$1,000,000-$4,999,999",3928561,0,0,0,751691,841684,89993,0,1789592,1084505,0,173636,9144,0,0,30000,MA Admin,1,10550,14450,0,1,1,local,0.5,NY,LHD,1,36033,NA,NA,NA,NA,NA,NA
MN021,module 1,Freeborn County Public Health,Albert Lea,MN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,32194,12,2007,1346380,"$1,000,000-$4,999,999",1346380,0,256619,256619,192434,549271,356837,0,457624,50818,0,2880,20402,0,0,8766,"Other includes: School Districts = $4,515 Donations from local Medical Center= $3,620 Misc refunds/reimbursements = $631",2,23818,21100,0,1,0.62,local,15.92,MN,LHD,1,27047,NA,NA,NA,NA,NA,NA
IA123,NA,Fremont County / Southwest Iowa Home Health,Sidney,IA,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,7798,9,2007,279919,"<$500,000",279919,0,37794,37794,46050,89339,43289,0,42262,4958,1200,0,9482,0,0,94884,"Senior Services Grant - 6513 Subcontract U of I, MCH - 11087 IDHS - 5042 Grape Community Hospital - 72242",3,22075,6301,0,1,0.5,local,3.33,IA,LHD,1,19071,NA,NA,NA,NA,NA,NA
WY008,module 1,Fremont County Public Health Nursing,Lander,WY,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,37236,6,2008,837834,"$500,000-$999,999",837364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Donations for opertions.,2,NA,NA,NA,1,1,local,4.42,WY,LHD,1,56013,Fremont,County,56,2005,15.5,Duplicate Case
CO021,module 2,Fremont County Public Health Nursing Service,Canon City,CO,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,48890,12,2007,469260,"<$500,000",489540,0,0,0,239466,260769,21303,0,24727,129629,0,418,66454,0,0,7535,Other- Medicaid & Private health insurance revenue from D&E clinic- unable to divide this out,3,NA,NA,NA,0,NA,local,0.5,CO,LHD,1,8043,NA,NA,NA,NA,NA,NA
CA011,module 1,Fresno County Department of Public Health,Fresno,CA,esri 2007,500000+,500000+,"500,000-999,999","500,000-999,999","500,000-999,999",city/county,915824,6,2008,73977504,"$10,000,000+",71541088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71541092,Other represents all funding sources listed above and others not listed.  the survey tool requires a total to appear before completing the survey.,1,NA,NA,NA,1,NA,local,3.08,CA,LHD,1,6019,Fresno,County,6,2004,11.5,Duplicate Case
IL026,module 1,Fulton County Health Department,Canton,IL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,38212,11,2007,3145143,"$1,000,000-$4,999,999",3298830,0,466777,466777,NA,2393260,NA,0,82337,19000,199512,0,0,105306,0,32638,Rental space,1,32565,23630,0,1,0.75,local,5,IL,LHD,1,17057,NA,NA,NA,NA,NA,NA
IN026,module 3,Fulton County Health Department,Rochester,IN,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,20997,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,local,NA,IN,LHD,1,18049,NA,NA,NA,NA,NA,NA
AR024,module 1,Fulton County Health Unit,Salem,AR,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",city/county,11978,1,2008,372716.3,NA,372716.3,NA,30200,NA,54530,NA,NA,0,NA,NA,0,0,0,0,0,0,NA,4,NA,NA,NA,NA,NA,state,5.08,AR,LHD,1,5049,NA,NA,NA,NA,NA,NA
FL020,NA,Gadsden County Health Department,Quincy,FL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,48360,6,2008,4941631,"$1,000,000-$4,999,999",4981223,0,140050,140050,2369131,3284717,915586,0,247388,8700,0,0,78433,268770,0,953165,"Provider subcontracts with other agencies:    Florida State University, Center for Health Equity, University of South Florida.",1,0,15000,0,0,NA,state,0.75,FL,LHD,1,12039,Gadsden,County,12,2008,15.8,Duplicate Case
OK024,module 1,Garfield County Health Department,Enid,OK,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,63669,7,2008,3217194.67,"$1,000,000-$4,999,999",4055178.96,NA,1240000,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,NA,state,14.08,OK,LHD,1,40047,Garfield,County,40,2005,23.8,Duplicate Case
WA009,NA,Garfield County Health District,Pomeroy,WA,esri 2007,<50000,<25000,"<25,000","<10,000","<10,000",county,2384,1,2008,245000,"<$500,000",261052,0,37503,37503,79500,94532,15032,107035,452,2318,4000,0,15215,0,0,0,NA,1,20748,2000,0,1,0.25,local,6.5,WA,LHD,1,53023,Garfield,County,53,2007,14.6,Duplicate Case
CO023,module 1,Garfield County Public Health Nursing Service,Rifle,CO,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,53303,1,2008,1714000,"$1,000,000-$4,999,999",1005000,0,311000,311000,290000,466000,176000,0,18000,0,0,0,210000,0,0,0,NA,1,28000,21000,0,0,NA,local,10.92,CO,LHD,1,8045,NA,NA,NA,NA,NA,NA
AR025,module 2,Garland County Health Unit,Hot Springs,AR,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","75,000-100,000",city/county,95740,6,2008,3143179.8,NA,3143179.8,NA,85700,NA,586987,NA,NA,0,NA,NA,0,0,0,0,0,0,"County Funds ($85,700) were received from the county for maintenance of Local Health Unit.  State office would know the total amount revenue and the expenditures. I don't have that information.",4,NA,NA,NA,0,NA,state,7.42,AR,LHD,1,5051,Garland,County,5,2008,20.9,Duplicate Case
KY058,NA,Garrard County Health Department,Lancaster,KY,esri 2007,<50000,<25000,"<25,000","10,000-24,999","10,000-24,999",county,16388,6,2008,934381,"$500,000-$999,999",966215,0,280000,280000,164944,455683,290739,0,120451,12053,0,10176,10703,35801,0,41348,community grant-interest-previous year grant-paternity acknowlegement funds,1,53908,5760,0,1,0.61,local,7.75,KY,LHD,1,21079,NA,NA,NA,NA,NA,NA
MD013,NA,Garrett County Health Department,Oakland,MD,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,31639,6,2008,10816244,"$10,000,000+",10958965,0,781713,781713,4639709,6681581,2041872,0,1775564,1015434,20000,216106,122238,204564,0,141765,"Interest, Contracts",1,185863,76551,0,1,3.2,local,10.17,MD,LHD,1,24023,NA,NA,NA,NA,NA,NA
OK025,module 1,Garvin County Health Department,Pauls Valley,OK,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,27521,6,2008,988090.44,NA,1334038.15,NA,522000,NA,NA,421000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1800,0,NA,0,state,12.67,OK,LHD,1,40049,NA,NA,NA,NA,NA,NA
NC031,module 1,Gaston County Health Department,Gastonia,NC,esri 2007,50000-499999,100000-499999,"100,000-249,999","100,000-249,999","100,000-199,999",county,198673,6,2008,13209995,"$10,000,000+",13209995,0,6045437,6045437,2321178,2321178,0,0,3997156,92881,76440,204331,210497,262075,0,0,"Please note our fiscal year ended June 30th, so these are not final year end numbers and have not been audited.  Also, we can't pull out federal pass through funds.",3,61724,20000,0,1,0.5,local,6.5,NC,LHD,1,37071,Gaston,County,37,2004,23.9,Duplicate Case
MI019,module 2,Genesee County Health Department,Flint,MI,esri 2007,50000-499999,100000-499999,"250,000-499,999","250,000-499,999","200,000-499,999",county,448530,9,2007,20752118,"$10,000,000+",20752118,0,10895082,10895082,4072979,5992084,1919105,1598268,309030,0,0,0,0,1957654,0,0,NA,1,269508,149597,0,1,2,local,22.33,MI,LHD,1,26049,Genesee,County,26,2007,22.4,Duplicate Case
NY018,NA,Genesee County Health Department,Batavia,NY,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,59755,12,2007,7060088,"$5,000,000-$9,999,999",5300847,0,70377,70377,2591955,2848565,256610,96093,1537788,326906,0,278750,23973,118394,0,0,NA,1,68259,14446,0,1,NA,local,1.42,NY,LHD,1,36037,NA,NA,NA,NA,NA,NA
AL032,NA,Geneva County Health Department,Geneva,AL,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,26284,9,2007,2371985,"$1,000,000-$4,999,999",2507046,0,10561,10561,202286,379193,176907,0,1657107,385484,0,0,43320,17705,0,13666,NA,1,40726,17482,0,1,NA,state,1.92,AL,LHD,1,1061,NA,NA,NA,NA,NA,NA
IN028,module 3,Gibson County Health Department,Princeton,IN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,33103,1,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,NA,NA,local,NA,IN,LHD,1,18051,NA,NA,NA,NA,NA,NA
TN031,NA,Gibson County Health Department,Trenton,TN,esri 2007,<50000,25000-49999,"25,000-50,000","25,000-50,000","25,000-49,999",county,48759,1,2008,2057377,"$1,000,000-$4,999,999",2057377,0,79622,79622,754161,1257257,503096,0,211233,26599,0,14414,72122,0,0,396130,"*Revenues received from other state departments for services provided. *In Tennessee, meducaid is known as TNCaRE.  ** for next page, PHEP funds are budgeted at the regional level, not the county hd level.",3,NA,NA,NA,0,0,state,9,TN,SUB108,1,47053,NA,NA,NA,NA,NA,NA
AZ017,module 2,Gila County Health Department,Globe,AZ,esri 2007,50000-499999,50000-99999,"50,000-99,999","50,000-99,999","50,000-74,999",county,53308,6,2008,2419540,"$1,000,000-$4,999,999",259246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,299870,72889,0,1,3.4,local,6.42,AZ,LHD,1,4007,NA,NA,NA,NA,NA,NA
